full_name,selling_price,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,age
Skoda Octavia 1.8 TSI AT Style,21.9,Dealer,16985,First Owner,Petrol,Automatic,15.1,1798.0,178.0,5.0,4
BMW X3 xDrive20d,21.75,Dealer,73000,First Owner,Diesel,Automatic,16.09,1995.0,184.0,5.0,9
Skoda Octavia 2.0 TDI AT L K,21.75,Dealer,29000,First Owner,Diesel,Automatic,19.5,1968.0,141.0,5.0,4
Hyundai Kona Premium,21.75,Dealer,6000,First Owner,Electric,Automatic,0.0,0.0,134.1,5.0,3
Jaguar XF 2.2 Litre Luxury,21.5,Dealer,50000,First Owner,Diesel,Automatic,16.36,2179.0,187.7,5.0,9
Jaguar XF 2.2 Litre Luxury,21.5,Dealer,52111,First Owner,Diesel,Automatic,16.36,2179.0,187.7,5.0,7
Mercedes-Benz GLA Class 200 Sport,21.5,Dealer,50000,First Owner,Petrol,Automatic,13.7,1991.0,183.0,5.0,6
Mercedes-Benz CLA 200 D Sport Edition,21.5,Dealer,12000,First Owner,Diesel,Automatic,17.9,2143.0,136.0,5.0,7
Land Rover Freelander 2 HSE SD4,21.5,Dealer,120000,First Owner,Diesel,Automatic,12.35,2179.0,187.74,5.0,12
BMW X5 3.0d,21.5,Dealer,95000,First Owner,Diesel,Automatic,11.0,2993.0,235.0,5.0,10
Mercedes-Benz E-Class E250 CDI Elegance,21.5,Dealer,72279,First Owner,Diesel,Automatic,14.21,2143.0,203.0,5.0,8
Honda Civic ZX BSIV,21.5,Dealer,13989,First Owner,Petrol,Automatic,16.5,1799.0,139.46,5.0,3
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,21.5,Dealer,116084,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,4
Audi Q3 35 TDI Quattro Premium,21.5,Dealer,68000,First Owner,Diesel,Automatic,15.73,1968.0,174.33,5.0,7
Ford Endeavour 2.2 Trend AT 4X2,21.5,Individual,40000,First Owner,Diesel,Automatic,12.62,2198.0,158.0,7.0,6
BMW 3 Series 320d Prestige,21.5,Dealer,31000,First Owner,Diesel,Automatic,18.88,1995.0,184.0,5.0,7
Mercedes-Benz CLA 200 CDI Style,21.5,Dealer,32000,First Owner,Diesel,Automatic,17.9,2143.0,134.1,5.0,6
Land Rover Range Rover Evoque 2.0 R-Dynamic SE diesel,21.5,Dealer,58000,First Owner,Diesel,Automatic,0.0,1999.0,245.4,5.0,9
Audi Q3 35 TDI Quattro Premium,21.5,Dealer,17000,First Owner,Diesel,Automatic,15.73,1968.0,174.33,5.0,6
Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,21.5,Dealer,21000,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,3
BMW 3 Series 320d Sport Line,21.5,Dealer,89000,First Owner,Diesel,Automatic,18.88,1995.0,184.0,5.0,8
Audi A6 2.0 TDI Premium Plus,21.5,Dealer,76000,First Owner,Diesel,Automatic,17.68,1968.0,174.33,5.0,8
BMW X3 xDrive20d xLine,21.5,Dealer,66000,First Owner,Diesel,Automatic,18.56,1995.0,190.0,5.0,8
Honda Civic ZX BSIV,21.5,Dealer,1900,First Owner,Petrol,Automatic,16.5,1799.0,139.46,5.0,2
BMW 3 Series 320d Luxury Line,21.5,Dealer,69000,First Owner,Diesel,Automatic,18.88,1995.0,184.0,5.0,8
BMW X3 xDrive20d Advantage Edition,21.5,Dealer,65000,First Owner,Diesel,Automatic,16.09,1995.0,184.0,5.0,9
Toyota Fortuner 4x4 MT,21.5,Dealer,120000,First Owner,Diesel,Manual,12.55,2982.0,168.5,7.0,7
Mercedes-Benz GLA Class 200 d Sport,21.5,Dealer,70000,First Owner,Diesel,Automatic,17.9,2143.0,136.0,5.0,8
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,21.5,Individual,36000,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,4
BMW 5 Series 520d Modern Line,21.5,Dealer,70400,First Owner,Diesel,Automatic,18.84,1995.0,184.0,5.0,8
Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,21.5,Dealer,6500,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,3
BMW 3 Series 320d Luxury Line,21.45,Dealer,69000,First Owner,Diesel,Automatic,18.88,1995.0,184.0,5.0,8
Mercedes-Benz CLA 200 CGI Sport,21.21,Dealer,63000,First Owner,Petrol,Automatic,15.04,1991.0,183.0,5.0,6
BMW 5 Series 520d,21.11,Dealer,55121,First Owner,Diesel,Automatic,18.48,1995.0,177.0,5.0,7
Mercedes-Benz CLA 200 CGI Sport,21.0,Dealer,38000,First Owner,Petrol,Automatic,15.04,1991.0,183.0,5.0,6
Land Rover Range Rover Evoque 2.2L Pure,21.0,Dealer,70000,First Owner,Diesel,Automatic,12.7,2179.0,187.7,5.0,10
Audi Q3 2.0 TDI Quattro Premium Plus,21.0,Individual,50000,First Owner,Diesel,Automatic,15.73,1968.0,174.33,5.0,10
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,21.0,Dealer,9154,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,3
Mercedes-Benz C-Class C 200 AVANTGARDE,21.0,Individual,35000,First Owner,Petrol,Automatic,14.74,1991.0,181.04,5.0,7
Mercedes-Benz E-Class 220 CDI,21.0,Dealer,32000,First Owner,Diesel,Automatic,10.0,2143.0,170.0,5.0,9
Toyota Innova Crysta 2.4 VX 7 STR,21.0,Individual,2530,First Owner,Diesel,Manual,0.0,2393.0,148.0,7.0,2
Mercedes-Benz E-Class E 220 CDI Avantgarde,21.0,Individual,25000,First Owner,Diesel,Automatic,10.0,2148.0,170.0,5.0,9
Skoda Superb LK 2.0 TDI AT,21.0,Individual,50000,First Owner,Diesel,Automatic,18.19,1968.0,174.5,5.0,6
Audi TT Coupe 3.2 quattro S tronic,21.0,Dealer,65000,First Owner,Petrol,Automatic,9.5,3189.0,246.0,4.0,14
Mercedes-Benz C-Class C 250 CDI Elegance,21.0,Dealer,65000,First Owner,Diesel,Automatic,14.94,2143.0,204.0,5.0,10
Jaguar XF 2.2 Litre Luxury,21.0,Dealer,69000,First Owner,Diesel,Automatic,16.36,2179.0,187.7,5.0,8
Audi A4 3.0 TDI Quattro Premium,21.0,Individual,15000,First Owner,Diesel,Automatic,14.94,2967.0,241.4,5.0,8
Jaguar XF 2.2 Litre Luxury,21.0,Dealer,19000,First Owner,Diesel,Automatic,16.36,2179.0,187.7,5.0,8
Ford Endeavour 3.2 Titanium AT 4X4,21.0,Dealer,120000,First Owner,Diesel,Automatic,10.91,3198.0,197.0,7.0,6
BMW 3 Series 320d Luxury Line,21.0,Dealer,69000,First Owner,Diesel,Automatic,22.69,1995.0,190.0,5.0,6
Mercedes-Benz E-Class E250 CDI Avantgarde,21.0,Dealer,61498,First Owner,Diesel,Automatic,13.0,2143.0,204.0,5.0,7
Jaguar XF 2.2 Litre Luxury,21.0,Dealer,23000,First Owner,Diesel,Automatic,16.36,2179.0,187.7,5.0,7
Toyota Camry Hybrid 2.5,21.0,Dealer,75000,First Owner,Petrol,Automatic,19.16,2487.0,214.5,5.0,6
Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,21.0,Dealer,55000,First Owner,Diesel,Automatic,12.07,2967.0,241.4,7.0,9
Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,21.0,Individual,44000,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,5
Honda Civic ZX BSIV,21.0,Dealer,16502,First Owner,Petrol,Automatic,16.5,1799.0,139.46,5.0,3
Toyota Innova Crysta 2.4 VX 8 STR,21.0,Individual,1000,First Owner,Diesel,Manual,0.0,2393.0,148.0,8.0,2
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,20.99,Dealer,44000,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,4
Ford Endeavour 2.2 Trend MT 4X2,20.95,Dealer,70000,First Owner,Diesel,Manual,13.5,2198.0,157.7,7.0,6
BMW 3 Series 320d Luxury Line,20.9,Dealer,68000,First Owner,Diesel,Automatic,22.69,1995.0,190.0,5.0,6
Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,20.9,Dealer,85000,First Owner,Diesel,Automatic,12.07,2967.0,241.4,7.0,9
Toyota Innova Crysta 2016-2020 2.4 ZX AT,20.9,Dealer,42000,First Owner,Diesel,Automatic,13.68,2393.0,147.51,7.0,4
Audi A4 35 TDI Premium,20.9,Dealer,36000,First Owner,Diesel,Automatic,17.11,1968.0,174.33,5.0,5
Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,20.9,Dealer,69000,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,4
Ford Endeavour 2.2 Trend MT 4X2,20.9,Dealer,64000,First Owner,Diesel,Manual,13.5,2198.0,157.7,7.0,6
Land Rover Range Rover Evoque 2.2L Pure,20.9,Dealer,98000,First Owner,Diesel,Automatic,12.7,2179.0,187.7,5.0,10
Ford Endeavour 2.2 Trend MT 4X2,20.9,Dealer,70000,First Owner,Diesel,Manual,13.5,2198.0,157.7,7.0,6
Jaguar XF 2.2 Litre Luxury,20.85,Dealer,58000,First Owner,Diesel,Automatic,16.36,2179.0,187.7,5.0,9
BMW 3 Series 320d Luxury Line,20.8,Dealer,33000,First Owner,Diesel,Automatic,18.88,1995.0,184.0,5.0,7
Skoda Octavia 2.0 TDI AT L K,20.75,Dealer,66850,First Owner,Diesel,Automatic,19.5,1968.0,141.0,5.0,4
Jaguar XF 2.2 Litre Luxury,20.75,Dealer,43000,First Owner,Diesel,Automatic,16.36,2179.0,187.7,5.0,8
MG Hector Sharp Diesel MT,20.75,Dealer,35803,First Owner,Diesel,Manual,17.41,1956.0,167.68,5.0,3
BMW 5 Series 520d Modern Line,20.75,Dealer,38000,First Owner,Diesel,Automatic,18.84,1995.0,184.0,5.0,8
Mercedes-Benz E-Class E250 CDI Launch Edition,20.7,Individual,40000,First Owner,Diesel,Automatic,13.0,2143.0,204.0,5.0,8
Audi A4 35 TDI Premium Plus,20.55,Dealer,38000,First Owner,Diesel,Automatic,18.25,1968.0,187.74,5.0,5
Audi Q3 35 TDI Quattro Premium Plus,20.5,Dealer,69000,First Owner,Diesel,Automatic,15.73,1968.0,174.33,5.0,7
Volvo S60 2015-2020 D5 Inscription,20.5,Dealer,37111,First Owner,Diesel,Automatic,21.7,2400.0,215.0,5.0,7
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,20.5,Dealer,49000,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,4
Honda Civic ZX BSIV,20.5,Dealer,12000,First Owner,Petrol,Automatic,16.5,1799.0,139.46,5.0,3
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,20.5,Dealer,30000,First Owner,Diesel,Manual,13.68,2393.0,147.8,8.0,4
Mercedes-Benz B Class B200 Sport CDI,20.5,Dealer,34000,First Owner,Diesel,Automatic,15.0,2147.0,107.3,5.0,5
Jeep Compass 1.4 Limited Option Black,20.5,Individual,10000,First Owner,Petrol,Automatic,16.0,1368.0,160.0,5.0,3
BMW 3 Series 320d Luxury Line,20.5,Dealer,33000,First Owner,Diesel,Automatic,19.62,1995.0,187.74,5.0,7
Mercedes-Benz E-Class E250 CDI Avantgarde,20.5,Dealer,60000,First Owner,Diesel,Automatic,14.21,2143.0,203.0,5.0,7
BMW X3 xDrive20d,20.5,Dealer,36000,First Owner,Diesel,Automatic,16.09,1995.0,184.0,5.0,9
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,20.5,Individual,15000,First Owner,Diesel,Manual,13.68,2393.0,147.8,8.0,3
BMW X1 sDrive20d Expedition,20.5,Dealer,55000,First Owner,Diesel,Automatic,20.68,1995.0,188.0,5.0,6
BMW 5 Series 520d Luxury Line,20.5,Dealer,76000,First Owner,Diesel,Automatic,18.12,1995.0,190.0,5.0,8
BMW 3 Series 320d Luxury Line,20.45,Dealer,70400,First Owner,Diesel,Automatic,18.88,1995.0,184.0,5.0,8
Mercedes-Benz E-Class E250 CDI Launch Edition,20.25,Dealer,70001,First Owner,Diesel,Automatic,13.0,2143.0,204.0,5.0,8
BMW 3 Series GT Luxury Line,20.25,Dealer,90000,First Owner,Diesel,Automatic,21.76,1995.0,188.0,5.0,8
BMW 5 Series 520d Luxury Line,20.25,Dealer,44000,First Owner,Diesel,Automatic,18.12,1995.0,190.0,5.0,8
BMW X3 xDrive20d,20.25,Dealer,65000,First Owner,Diesel,Automatic,16.09,1995.0,184.0,5.0,8
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,20.25,Individual,45000,First Owner,Diesel,Manual,13.68,2393.0,147.8,8.0,5
BMW 3 Series 320d Sport Line,20.25,Dealer,57001,First Owner,Diesel,Automatic,18.88,1995.0,184.0,5.0,6
Jaguar XF 2.2 Litre Luxury,20.11,Dealer,30150,First Owner,Diesel,Automatic,16.36,2179.0,187.7,5.0,9
Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,20.11,Dealer,48000,First Owner,Diesel,Automatic,12.07,2967.0,241.4,7.0,9
Audi Q7 2006-2020 3.0 TDI Quattro Premium Plus,20.0,Dealer,98000,First Owner,Diesel,Automatic,12.07,2967.0,241.4,7.0,10
Toyota Fortuner 4x2 Manual,20.0,Individual,50000,First Owner,Diesel,Manual,13.0,2982.0,168.5,7.0,8
Toyota Fortuner 4x4 MT,20.0,Individual,54500,First Owner,Diesel,Manual,12.55,2982.0,168.5,7.0,6
Mahindra Ssangyong Rexton RX7,20.0,Individual,70000,First Owner,Diesel,Automatic,11.18,2696.0,184.0,7.0,4
Honda Civic ZX,20.0,Dealer,11000,First Owner,Petrol,Automatic,16.5,1799.0,139.46,5.0,3
Mercedes-Benz M-Class ML 350 4Matic,20.0,Dealer,58612,First Owner,Diesel,Automatic,0.0,2987.0,165.0,5.0,10
Toyota Innova Crysta 2016-2020 2.4 VX MT,20.0,Dealer,35000,First Owner,Diesel,Manual,13.68,2393.0,147.51,7.0,3
Audi Q5 2.0 TDI,20.0,Dealer,93000,First Owner,Diesel,Automatic,14.16,1968.0,174.3,5.0,9
Mini Cooper Hatch,20.0,Dealer,21800,First Owner,Petrol,Automatic,15.6,1598.0,120.7,5.0,8
BMW 5 Series 530d Touring,20.0,Individual,89000,First Owner,Diesel,Automatic,16.2,2993.0,258.0,5.0,11
Toyota Innova Crysta 2016-2020 Touring Sport 2.4 MT BSIV,20.0,Individual,80000,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,4
Mercedes-Benz CLA Urban Sport 200,20.0,Dealer,50000,First Owner,Petrol,Automatic,15.04,1991.0,184.0,5.0,5
MG Hector Sharp Diesel MT,20.0,Dealer,1001,First Owner,Diesel,Manual,17.41,1956.0,167.68,5.0,2
Mercedes-Benz CLA 200 CGI,20.0,Individual,40000,First Owner,Petrol,Automatic,15.04,1991.0,183.0,5.0,7
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,20.0,Individual,40000,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,5
BMW X1 xDrive 20d xLine,20.0,Dealer,80000,First Owner,Diesel,Automatic,20.68,1995.0,190.0,5.0,4
Porsche Cayenne Turbo,20.0,Individual,126000,First Owner,Petrol,Automatic,8.5,4806.0,500.0,5.0,13
Mercedes-Benz GLA Class Facelift,20.0,Dealer,20000,First Owner,Diesel,Automatic,0.0,2143.0,136.0,5.0,7
Mercedes-Benz CLA 200 CGI,20.0,Dealer,38000,First Owner,Petrol,Automatic,15.04,1991.0,183.0,5.0,7
BMW 7 Series 730Ld,20.0,Dealer,89000,First Owner,Diesel,Automatic,14.49,2993.0,258.0,5.0,9
Toyota Camry Hybrid,20.0,Individual,60000,First Owner,Electric,Automatic,19.16,2494.0,157.7,5.0,7
Skoda Octavia 2.0 TDI AT L K,20.0,Dealer,55000,First Owner,Diesel,Automatic,19.5,1968.0,141.0,5.0,4
BMW 5 Series 525d Luxury Line,20.0,Individual,72000,First Owner,Diesel,Automatic,17.09,1995.0,218.0,5.0,9
BMW 3 Series 320d Luxury Line,20.0,Dealer,118000,First Owner,Diesel,Automatic,19.62,1995.0,187.74,5.0,8
BMW 3 Series GT 320d Luxury Line,19.99,Dealer,41000,First Owner,Diesel,Automatic,19.59,1995.0,184.0,5.0,7
BMW 7 Series 730Ld,19.99,Dealer,89000,First Owner,Diesel,Automatic,14.49,2993.0,258.0,5.0,9
Mercedes-Benz E-Class E250 CDI Avantgarde,19.99,Dealer,80000,First Owner,Diesel,Automatic,14.21,2143.0,203.0,5.0,8
Mercedes-Benz S-Class S 300 L,19.99,Dealer,63000,First Owner,Petrol,Automatic,13.0,2987.0,210.0,5.0,10
Mercedes-Benz E-Class E350 Coupe,19.96,Dealer,23000,First Owner,Petrol,Automatic,10.93,3498.0,272.0,2.0,10
Toyota Camry 2.5 Hybrid,19.95,Dealer,80000,First Owner,Petrol,Automatic,19.16,2494.0,157.7,5.0,6
Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,19.95,Dealer,80000,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,4
Toyota Camry Hybrid,19.95,Dealer,86000,First Owner,Petrol,Automatic,19.16,2494.0,158.2,5.0,6
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,19.95,Dealer,45000,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,4
Toyota Camry Hybrid,19.95,Dealer,85000,First Owner,Petrol,Automatic,19.16,2494.0,158.2,5.0,6
Toyota Camry Hybrid,19.95,Dealer,87000,First Owner,Petrol,Automatic,19.16,2494.0,158.2,5.0,6
Mercedes-Benz CLA 200 CDI Sport,19.95,Dealer,56000,First Owner,Diesel,Automatic,17.9,2143.0,136.0,5.0,7
Toyota Camry 2.5 Hybrid,19.95,Dealer,80000,First Owner,Petrol,Automatic,19.16,2494.0,157.7,5.0,6
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,19.95,Dealer,36000,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,5
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,19.91,Dealer,38000,First Owner,Diesel,Manual,13.68,2393.0,147.8,8.0,4
Audi Q3 35 TDI Quattro Premium Plus,19.9,Dealer,32000,First Owner,Diesel,Automatic,15.17,1968.0,181.0,5.0,7
Audi Q3 2.0 TDI,19.9,Dealer,71618,First Owner,Diesel,Automatic,17.32,1968.0,150.0,5.0,8
Volkswagen GTI 1.8 TSI,19.9,Dealer,31773,First Owner,Petrol,Automatic,16.34,1798.0,189.3,5.0,5
Mercedes-Benz E-Class E250 CDI Avantgrade,19.85,Dealer,75000,First Owner,Diesel,Automatic,13.0,2143.0,201.1,5.0,7
DC Avanti 2.0 L,19.85,Dealer,8700,First Owner,Petrol,Manual,10.0,2000.0,250.0,2.0,2
Skoda Octavia 1.8 TSI AT L K,19.75,Dealer,16000,First Owner,Petrol,Automatic,15.1,1798.0,178.0,5.0,4
Mercedes-Benz CLA 200 CGI Sport,19.75,Dealer,28000,First Owner,Petrol,Automatic,15.04,1991.0,183.0,5.0,7
BMW X5 3.0d,19.75,Dealer,61000,First Owner,Diesel,Automatic,11.0,2993.0,235.0,5.0,14
Skoda Superb LK 1.8 TSI AT,19.75,Dealer,37000,First Owner,Petrol,Automatic,14.67,1798.0,177.46,5.0,5
Audi Q3 35 TDI Quattro Premium Plus,19.75,Dealer,40000,First Owner,Diesel,Automatic,15.17,1968.0,181.0,5.0,6
Toyota Camry Hybrid 2.5,19.75,Dealer,65000,First Owner,Petrol,Automatic,19.16,2487.0,214.5,5.0,6
Mercedes-Benz M-Class ML 250 CDI,19.75,Dealer,60000,First Owner,Diesel,Automatic,15.26,2143.0,203.2,5.0,8
Mercedes-Benz GLA Class 200 d Sport,19.75,Dealer,71059,First Owner,Diesel,Automatic,17.9,2143.0,136.0,5.0,8
Mercedes-Benz CLA 200 CDI Sport,19.7,Dealer,56000,First Owner,Diesel,Automatic,17.9,2143.0,136.0,5.0,6
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,19.65,Dealer,52000,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,5
Skoda Superb Style 1.8 TSI AT,19.6,Dealer,30000,First Owner,Petrol,Automatic,14.67,1798.0,177.46,5.0,5
Audi Q3 35 TDI Quattro Premium Plus,19.6,Dealer,48000,First Owner,Diesel,Automatic,15.73,1968.0,174.33,5.0,7
Toyota Fortuner 4x2 Manual,19.51,Dealer,11500,First Owner,Diesel,Manual,13.0,2982.0,168.5,7.0,7
Audi Q3 2.0 TDI Quattro Premium Plus,19.51,Individual,79500,First Owner,Diesel,Automatic,15.73,1968.0,174.33,5.0,8
Mercedes-Benz GLA AMG 45 4MATIC,19.5,Dealer,20000,First Owner,Petrol,Automatic,12.33,1991.0,375.48,5.0,7
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,19.5,Dealer,29250,First Owner,Diesel,Manual,13.68,2393.0,147.8,8.0,3
Mercedes-Benz CLA 200 CDI Sport,19.5,Dealer,38000,First Owner,Diesel,Automatic,17.9,2143.0,136.0,5.0,6
BMW 3 Series 320d Luxury Line,19.5,Dealer,37000,First Owner,Diesel,Automatic,22.69,1995.0,190.0,5.0,7
Chevrolet Trailblazer LTZ 4X2 AT,19.5,Dealer,27000,First Owner,Diesel,Automatic,11.45,2776.0,197.2,7.0,5
Audi Q7 2006-2020 3.0 TDI quattro,19.5,Dealer,129000,First Owner,Diesel,Automatic,12.07,2967.0,241.4,7.0,10
Skoda Superb Style 1.8 TSI AT,19.5,Dealer,30000,First Owner,Petrol,Automatic,14.67,1798.0,177.46,5.0,5
Audi Q7 2006-2020 3.0 TDI quattro,19.5,Dealer,130000,First Owner,Diesel,Automatic,12.07,2967.0,241.4,7.0,10
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,19.5,Dealer,68194,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,6
Audi A4 35 TDI Technology,19.5,Dealer,84000,First Owner,Diesel,Automatic,18.25,1968.0,187.74,5.0,7
Volkswagen GTI 1.8 TSI,19.5,Dealer,44000,First Owner,Petrol,Automatic,16.34,1798.0,189.3,5.0,5
Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,19.5,Dealer,27000,First Owner,Diesel,Automatic,11.36,2755.0,171.5,8.0,3
Toyota Innova Crysta 2016-2020 2.4 VX MT,19.5,Dealer,65000,First Owner,Diesel,Manual,13.68,2393.0,147.51,7.0,4
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,19.5,Dealer,60000,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,4
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,19.5,Individual,25000,First Owner,Diesel,Manual,13.68,2393.0,147.8,8.0,3
Toyota Innova Crysta 2016-2020 2.4 ZX MT,19.5,Dealer,6006,First Owner,Diesel,Manual,13.68,2393.0,147.51,7.0,3
Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,19.5,Individual,30000,First Owner,Diesel,Manual,13.68,2393.0,147.8,7.0,5
Mercedes-Benz CLA 200 CGI Sport,19.5,Dealer,32000,First Owner,Petrol,Automatic,15.04,1991.0,183.0,5.0,6
Toyota Camry Hybrid 2.5,19.5,Dealer,60000,First Owner,Petrol,Automatic,19.16,2487.0,214.5,5.0,6
Mercedes-Benz CLA 200 Sport Edition,19.5,Dealer,34000,First Owner,Petrol,Automatic,15.04,1991.0,183.0,5.0,7
Mercedes-Benz B-Class B200 CDI,19.5,Dealer,70000,First Owner,Diesel,Automatic,15.0,2143.0,107.3,5.0,6
BMW 7 Series 730Ld Sedan,19.5,Dealer,71000,First Owner,Diesel,Automatic,16.46,2993.0,258.0,5.0,12
Jeep Compass 2.0 Limited,19.5,Dealer,67000,First Owner,Diesel,Manual,17.1,1956.0,170.0,5.0,4
Kia Seltos HTX Plus AT D,19.5,Dealer,7100,First Owner,Diesel,Automatic,17.8,1493.0,113.4,5.0,3
BMW 7 Series 730Ld,19.5,Individual,70000,First Owner,Diesel,Automatic,14.49,2993.0,258.0,5.0,11
Toyota Innova Crysta 2016-2020 2.8 GX AT 8S BSIV,19.5,Dealer,37000,First Owner,Diesel,Automatic,11.36,2755.0,171.5,8.0,4
Skoda Octavia 2.0 TDI AT L K,19.5,Dealer,63500,First Owner,Diesel,Automatic,19.5,1968.0,141.0,5.0,4
Skoda Octavia 1.8 TSI AT L K,19.49,Dealer,17000,First Owner,Petrol,Automatic,15.1,1798.0,178.0,5.0,4
Toyota Innova Crysta 2016-2020 2.8 AT Touring Sport BSIV,19.45,Dealer,34000,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,3
Toyota Fortuner 4x4 AT,19.4,Dealer,47000,First Owner,Diesel,Automatic,12.55,2982.0,168.5,7.0,7
Mercedes-Benz GLA 45 AMG 45 AMG,19.4,Dealer,52000,First Owner,Petrol,Automatic,12.33,1991.0,355.4,5.0,7
Toyota Fortuner 4x4 AT,19.3,Dealer,48000,First Owner,Diesel,Automatic,12.55,2982.0,168.5,7.0,7
Mercedes-Benz M-Class ML 350 4Matic,19.28,Dealer,64792,First Owner,Diesel,Automatic,0.0,2987.0,165.0,5.0,11
Mercedes-Benz CLA 200 CDI Sport,19.25,Dealer,56000,First Owner,Diesel,Automatic,17.9,2143.0,136.0,5.0,6
Toyota Innova Crysta 2016-2020 2.4 VX MT 8 STR,19.25,Dealer,25000,First Owner,Diesel,Manual,13.68,2393.0,147.51,8.0,4
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,19.25,Dealer,65750,First Owner,Diesel,Manual,13.68,2393.0,147.8,8.0,4
Skoda Octavia 2.0 TDI AT Style,19.25,Dealer,46000,First Owner,Diesel,Automatic,19.5,1968.0,141.0,5.0,5
BMW 5 Series 520d Luxury Line,19.25,Dealer,42000,First Owner,Diesel,Automatic,22.48,1995.0,187.74,5.0,8
Kia Seltos HTX Plus D,19.25,Dealer,1600,First Owner,Diesel,Manual,20.8,1493.0,113.4,5.0,2
Toyota Innova Crysta 2016-2020 2.4 VX MT 8S BSIV,19.2,Individual,18000,First Owner,Diesel,Manual,13.68,2393.0,147.8,8.0,4
Jaguar XF 2.2 Litre Luxury,19.0,Individual,67000,First Owner,Diesel,Automatic,16.36,2179.0,187.7,5.0,8
Audi A6 2.0 TDI,19.0,Dealer,52000,First Owner,Diesel,Automatic,17.68,1968.0,174.33,5.0,8
BMW 3 Series 320d Luxury Line,19.0,Dealer,15000,First Owner,Diesel,Automatic,18.88,1995.0,184.0,5.0,9
Volvo S60 D4 SUMMUM,19.0,Individual,80000,First Owner,Diesel,Automatic,9.0,1984.0,181.0,5.0,7
Toyota Innova Crysta 2016-2020 2.8 ZX AT BSIV,19.0,Individual,30000,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,5
Audi A4 2.0 TDI,19.0,Dealer,88720,First Owner,Diesel,Automatic,16.55,1968.0,147.51,5.0,8
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,19.0,Dealer,10000,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,3
BMW 7 Series 740Li,19.0,Dealer,70000,First Owner,Petrol,Automatic,8.45,2979.0,321.0,5.0,10
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,19.0,Dealer,19000,First Owner,Diesel,Automatic,11.36,2755.0,171.5,7.0,3
Jaguar XF 3.0 Litre S Premium Luxury,19.0,Dealer,105000,First Owner,Diesel,Automatic,14.74,2993.0,270.9,5.0,10
ISUZU MUX 4X2,19.0,Dealer,47000,First Owner,Diesel,Automatic,13.8,2999.0,175.0,7.0,5
BMW X5 xDrive 30d,18.99,Dealer,95000,First Owner,Diesel,Automatic,11.7,2993.0,245.0,5.0,12
